id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
12952	Weather	MoonphaseInLocationOnDate	check moon phase in erin on 14th march	sprawdź faza księżyca w erin 14 marca	0
12963	Weather	MoonphaseInLocationOnDate	get moon phase for midland city on 9th September	przejdź na fazę księżycową w środkowym mieście 9 września	0
12970	Weather	MoonphaseInLocationOnDate	can i see moon in dunfermline on 8th September	czy mogę zobaczyć księżyc w dunfermline 8 września	1
8901	Speaker	MuteOff	don't be so silent	nie bądź tak cicho	1
8883	Speaker	MuteOff	unmute my speaker	wylacz wyciszenie mojego głośnika	0
8896	Speaker	MuteOff	stop any sound from the speaker	zatrzymaj dowolny dźwięk z głośnika	1
8900	Speaker	MuteOff	unpause sound from the speaker	ustaw dźwięk na moim głośniku	0
8885	Speaker	MuteOff	turn on speaker 's volume	włącz dzwięk na moim głośniku	1
8889	Speaker	MuteOff	turn on my speaker 's volume	włącz dzwięk na moim głośniku	1
8884	Speaker	MuteOff	unmute the speaker	wylacz wyciszenie głośnika	0
8899	Speaker	MuteOff	unpause sound from my speaker	ustaw dźwięk na moim głośniku	1
8898	Speaker	MuteOff	unpause sound from speaker	ustaw dźwięk na moim głośniku	0
8903	Speaker	MuteOff	surprise me with some audio	zaskoczę mnie jakimś audio	1
8934	Speaker	MuteOn	be mute for thirty minutes	bądź wyciszony przez trzydzieści minut	1
8939	Speaker	MuteOn	cut off this noise	wyłącz tę halas	0
8908	Speaker	MuteOn	mute audio	wycisz audio	1
8924	Speaker	MuteOn	pause my speaker	zatrzymaj mój głośnik	1
8929	Speaker	MuteOn	shut down my sound	wyłącz mój dźwięk	1
8918	Speaker	MuteOn	go silent for a moment	bądź cicho na chwilę	1
8916	Speaker	MuteOn	turn off the speaker 's sound	wyłącz dźwięk na moim głośniku	1
8919	Speaker	MuteOn	go silent until tomorrow	bądź cicho do jutra	1
8920	Speaker	MuteOn	pause music	zatrzymaj muzykę	1
8936	Speaker	MuteOn	shut up please	zamknij się proszę	1
9707	Spotify	NextSong	that track is bad	ta utwór jest zła	0
9686	Spotify	NextSong	next track on spotify	następny utwór na spotify	1
9689	Spotify	NextSong	play next track on spotify	puść następną utwór na spotify	0
9701	Spotify	NextSong	let's listen to anther song on spotify	posłuchajmy piosenki anter na spotify	0
9690	Spotify	NextSong	play the next song	zagraj następną piosenkę	1
9699	Spotify	NextSong	let's listen to next track	posłuchajmy następnego utworu	1
9715	Spotify	NextSong	i hate that song	nienawidzę tej piosenki	1
9698	Spotify	NextSong	skip than track on spotify	pomiń niż utwór na spotify	1
9695	Spotify	NextSong	skip than song	pomiń niż piosenka	0
9692	Spotify	NextSong	play the next track	odtwarzaj następną utwór	0
16270	Youtube	NextVideo	i don't want that video	nie chcę tego wideo	1
16263	Youtube	NextVideo	play next movie	zagraj następny film	1
16266	Youtube	NextVideo	go to the next movie	przejdź do następnego filmu	1
16268	Youtube	NextVideo	ast forward that vidio	przekaż ten widio	0
16267	Youtube	NextVideo	show me next movie	pokaż mi następny film	1
16264	Youtube	NextVideo	go to next movie	przejdź do następnego filmu	1
16269	Youtube	NextVideo	fast forward that video	szybko prześlij to wideo	0
16265	Youtube	NextVideo	go to the next video	przejdź do następnego wideo	1
4158	Calendar	NotifyOnEventInLocation	notify me when an event in my calendar in aydlett begins	powiadom mnie kiedy wydarzenie w moim kalendarzu w aydlett się rozpocznie	1
4172	Calendar	NotifyOnEventInLocation	let me know when an appointment in my calendar in rosemount begins	daj mi znać kiedy spotkanie w moim kalendarzu w rosemount się rozpocznie	1
4177	Calendar	NotifyOnEventInLocation	let me know when an event in the calendar in location avella begins	daj mi znać kiedy wydarzenie w kalendarzu w lokalizacji avella się rozpocznie	1
4150	Calendar	NotifyOnEventInLocation	tell me when a meeting in the calendar in location slack begins	powiedz mi kiedy spotkanie w kalendarzu na slacku się rozpocznie	0
4191	Calendar	NotifyOnEventInLocation	give me a notice when an event in the calendar in abingdon begins	daj mi znać kiedy wydarzenie w kalendarzu w abingdon się rozpocznie	1
4173	Calendar	NotifyOnEventInLocation	let me know when an appointment in the calendar in twin city begins	daj mi znać kiedy spotkanie w kalendarzu w bliźniakowie się rozpocznie	0
4181	Calendar	NotifyOnEventInLocation	remind me when an appointment in the calendar in fountainebleau begins	przypomnij mi kiedy spotkanie w kalendarzu w fountainebleau się rozpocznie	1
4163	Calendar	NotifyOnEventInLocation	alert me when an appointment in my calendar in location johns island begins	powiadom mnie kiedy spotkanie na wyspie johns się rozpocznie w kalendarzu	1
4185	Calendar	NotifyOnEventInLocation	remind me when an event in the calendar in location galesburg begins	przypomnij mi kiedy wydarzenie w kalendarzu w galesburgu się rozpocznie	1
4193	Calendar	NotifyOnEventInLocation	update me when an appointment in my calendar in purley begins	powiadom mnie kiedy spotkanie w kalendarzu w purley się rozpocznie	1
4232	Calendar	NotifyOnEventStart	let me know when an appointment in the calendar begins	daj mi znać kiedy spotkanie w kalendarzu się rozpocznie	1
4208	Calendar	NotifyOnEventStart	tell me when an event from the calendar begins	powiedz mi kiedy wydarzenie w kalendarzu się rozpocznie	1
4259	Calendar	NotifyOnEventStart	update me when an event from the calendar begins	powiadom mnie kiedy wydarzenie w kalendarzu się zacznie	0
4235	Calendar	NotifyOnEventStart	let me know when an event in the calendar begins	daj mi znać kiedy wydarzenie w kalendarzu się rozpocznie	1
4228	Calendar	NotifyOnEventStart	inform me when an appointment from the calendar begins	powiadom mnie kiedy spotkanie w kalendarzu się rozpocznie	1
4251	Calendar	NotifyOnEventStart	give me a notice when an event from my calendar begins	daj mi znać kiedy wydarzenie w kalendarzu się rozpocznie	1
4225	Calendar	NotifyOnEventStart	inform me when an appointment in my calendar begins	powiadom mnie kiedy spotkanie w moim kalendarzu się rozpocznie	0
4224	Calendar	NotifyOnEventStart	inform me when a meeting from the calendar begins	powiadom mnie kiedy spotkanie w kalendarzu się rozpocznie	0
4258	Calendar	NotifyOnEventStart	update me when an event from my calendar begins	powiadom mnie kiedy wydarzenie w kalendarzu się zacznie	0
4252	Calendar	NotifyOnEventStart	give me a notice when an event from the calendar begins	daj mi znać kiedy wydarzenie w kalendarzu się rozpocznie	1
16278	Youtube	NotifyOnNewFromFollowing	notify me if there is new video on channel i follow	poinformuj mnie jeśli pojawi się nowe wideo na kanale który followuję	0
16280	Youtube	NotifyOnNewFromFollowing	inform me when there is a new video from youtube channels i follow	powiadom mnie jeśli pojawi się nowe wideo na kanale który followuję	0
16292	Youtube	NotifyOnNewFromFollowing	update me when there is a new video from youtube channels i follow	poinformuj mnie kiedy pojawi się nowe wideo na kanale który followuję	0
16299	Youtube	NotifyOnNewFromFollowing	i want to be updated if there is new video from youtube channels i follow	chcę być aktualizowany jeśli pojawi się nowe wideo na kanale który followuję	1
16287	Youtube	NotifyOnNewFromFollowing	let me know when there is a new video on channel i follow	daj mi znać kiedy pojawi się nowe wideo na kanale który followuję	1
16274	Youtube	NotifyOnNewFromFollowing	tell me if there is a new video on channel i follow	powiedz mi jeśli pojawi się nowe wideo na kanale który followuję	1
16295	Youtube	NotifyOnNewFromFollowing	update me if there is new video on channel i follow	poinformuj mnie jeśli pojawi się nowe wideo na kanale który followuję	0
16294	Youtube	NotifyOnNewFromFollowing	update me if there is new video from youtube channels i follow	poinformuj mnie jeśli pojawi się nowe wideo na kanale który followuję	0
16282	Youtube	NotifyOnNewFromFollowing	inform me if there is new video on channel i follow	poinformuj mnie jeśli pojawi się nowe wideo na kanale który followuję	1
16297	Youtube	NotifyOnNewFromFollowing	i want to be updated when there is a new video from youtube channels i follow	chcę być aktualizowany gdy pojawi się nowe wideo na kanale który followuję	1
7161	Fitbit	NotifyOnWeight	let me know when my weight is over 81 kg	daj mi znać kiedy przytyję powyżej 81 kg	1
7143	Fitbit	NotifyOnWeight	tell me if my weight is over 100 kg	powiedz mi kiedy przytyję powyżej 100 kg	1
7162	Fitbit	NotifyOnWeight	let me know when my weight is higher than 200 pounds	daj mi znać kiedy moja waga będzie większa niż 200 funtów	1
7146	Fitbit	NotifyOnWeight	tell me when my weight is over 73 kg	powiedz mi kiedy przytyję powyżej 73 kg	1
7158	Fitbit	NotifyOnWeight	let me know if my weight is higher than 82 kg	daj mi znać kiedy moja waga będzie większa niż 82 kg	1
7151	Fitbit	NotifyOnWeight	notify me when my weight is over 72 kg	poinformuj mnie kiedy przytyję powyżej 72 kg	0
7150	Fitbit	NotifyOnWeight	notify me when my weight goes higher than 79 kg	poinformuj mnie kiedy moja waga będzie większa niż 79 kg	0
7147	Fitbit	NotifyOnWeight	notify me if my weight is over 66 kg	poinformuj mnie kiedy przytyję powyżej 66 kg	0
7165	Fitbit	NotifyOnWeight	update me when my weight goes higher than 85 kg	aktualizuj moją wagę kiedy będzie większa niż 85 kg	1
7159	Fitbit	NotifyOnWeight	let me know when my weight goes over 61 kg	daj mi znać kiedy przytyję powyżej 61 kg	1
4264	Calendar	NotifyWhenEventNameStart	tell me the date of a meeting lunch with sam holmberg in the calendar	powiedz mi w kalendarzu datę obiadu z samem holmbergem	0
4289	Calendar	NotifyWhenEventNameStart	inform me the time of an appointment frederic birhday in my calendar	informuj mnie o czasie spotkania w kalendarzu	0
4310	Calendar	NotifyWhenEventNameStart	let me know the hour of an appointment flight to north pomfret in the calendar	daj mi znać godzinę lotu z wizytą na północną pomfret w kalendarzu	0
4268	Calendar	NotifyWhenEventNameStart	tell me the hour of a meeting meeting with anna in the calendar	powiedz mi godzinę spotkania z aną w kalendarzu	1
4265	Calendar	NotifyWhenEventNameStart	tell me the date of an appointment neighborhood council in my calendar	powiedz mi datę spotkania z radą sąsiadową w moim kalendarzu	0
4275	Calendar	NotifyWhenEventNameStart	notify me the hour of an event melissa birhday in my calendar	powiadom mnie o godzinie wydarzenia melissa birhday w moim kalendarzu	1
4326	Calendar	NotifyWhenEventNameStart	give me a notice the date of a meeting dinner with priscilla beyrer in the calendar	daj mi znać w kalendarzu datę kolacji z priscilla birerem	0
4284	Calendar	NotifyWhenEventNameStart	alert me the date of a meeting meeting with medea in the calendar	powiadom mnie o dniu spotkania z medią w kalendarzu	1
4287	Calendar	NotifyWhenEventNameStart	alert me the hour of a meeting dinner with jay lahr in my calendar	powiadom mnie o godzinie kolacji z Jayem lahrem w moim kalendarzu	1
4327	Calendar	NotifyWhenEventNameStart	give me a notice the date of an appointment dinner with venetia in my calendar	daj mi znać w moim kalendarzu datę obiadu z venetją	0
8148	News	NotifyWhenPortalUpdates	inform me when there is an update on wired front page	powiadom mnie jeśli pojawi się aktualizacja wiersza na pierwszej stronie	0
8150	News	NotifyWhenPortalUpdates	follow latest news from huffington post	śledź najnowsze wiadomości z huffington post	1
8147	News	NotifyWhenPortalUpdates	alert me when there is an update on nyt front page	powiadom mnie jeśli pojawi się aktualizacja na nowej pierwszej stronie	0
8146	News	NotifyWhenPortalUpdates	notify me when there is an update on techcrunch front page	poinformuj mnie kiedy pojawi się aktualizacja na pierwszej stronie techcrunch	1
8149	News	NotifyWhenPortalUpdates	let me know when there is an update on time magazine front page	daj mi znać kiedy pojawi się aktualizacja na pierwszej stronie czasopisma	0
8151	News	NotifyWhenPortalUpdates	i want to be up to date when there is an update on huffpost front page	chcę być do końca kiedy pojawi się aktualizacja na pierwszej stronie huffpost	0
8092	News	NotifyWhenPortalUpdatesInSection	inform me when the nyt portal tech section publishes a article	powiadom mnie jeżeli <a>nowy<a> sekcja technologiczna opublikuje artykuły	0
8042	News	NotifyWhenPortalUpdatesInSection	tell me when the fox news portal in tech section publishes a new article	powiedz mi kiedy fox news portal w sekcji technologii opublikuje nowe artykuły	1
8120	News	NotifyWhenPortalUpdatesInSection	i want to be up to date when the techcrunch portal in sport section publishes a new article	chcę się dowiedzieć kiedy <a>techcrunch<a> w części sportowej opublikuje nowe artykuły	1
8081	News	NotifyWhenPortalUpdatesInSection	alert me when the huffpost portal health section publishes a new article	powiadom mnie kiedy huffpost w części zdrowotnej opublikuje nowe artykuły	1
8063	News	NotifyWhenPortalUpdatesInSection	notify me when the techcrunch in tech section publishes a article	poinformuj mnie kiedy <a>techcrunch<a> w sekcji technologii opublikuje artykuły	1
8044	News	NotifyWhenPortalUpdatesInSection	tell me when the ny times health section publishes a new article	powiedz mi kiedy ny times w części zdrowia opublikuje nowe artykuły	0
8100	News	NotifyWhenPortalUpdatesInSection	let me know when the time portal in health section publishes a article	daj mi znać kiedy czas w części zdrowia opublikuje artykuły	0
8078	News	NotifyWhenPortalUpdatesInSection	alert me when the fox news in sport section publishes a new article	powiadom mnie kiedy fox news w części sportowej opublikuje nowe artykuły	1
8119	News	NotifyWhenPortalUpdatesInSection	i want to be up to date when the huffpost portal in celebrity section publishes a article	chcę być do końca kiedy huffpost w części o celebrytach opublikuje artykuły	0
8093	News	NotifyWhenPortalUpdatesInSection	inform me when the ny times portal health section publishes a article	powiadom mnie kiedy ny times w części zdrowotnej opublikuje artykuły	0
3924	Calendar	NotNotifyOnEventInLocation	dant notify me when an event in my calendar in location roswell begins	dant poinformuj mnie kiedy wydarzenie w moim kalendarzu w roswell się rozpocznie	0
3943	Calendar	NotNotifyOnEventInLocation	don't alert me when an appointment in my calendar in ladner begins	nie powiadom mnie kiedy spotkanie w kalendarzu w ladner się rozpocznie	0
3974	Calendar	NotNotifyOnEventInLocation	don't let me know when an appointment in the calendar in biggleswade begins	nie pozwól mi wiedzieć kiedy spotkanie w kalendarzu w biggleswade się rozpocznie	0
3917	Calendar	NotNotifyOnEventInLocation	don't tell me when an event in my calendar in lake oswego begins	nie mów mi kiedy wydarzenie w moim kalendarzu w jezioro oswego się rozpocznie	1
4008	Calendar	NotNotifyOnEventInLocation	be silent when an event in my calendar in location whittier begins	bądź cicho kiedy wydarzenie w moim kalendarzu w okolicy białego zacznie się	0
3941	Calendar	NotNotifyOnEventInLocation	don't alert me when a meeting in my calendar in location kirkwood begins	nie powiadom mnie kiedy spotkanie w moim kalendarzu w miejscowości kirkwood się rozpocznie	0
3977	Calendar	NotNotifyOnEventInLocation	don't let me know when an event in my calendar in location algonquin begins	nie pozwól mi wiedzieć kiedy wydarzenie w moim kalendarzu w lokalizacji algonquin się rozpocznie	0
3983	Calendar	NotNotifyOnEventInLocation	don't remind me when an event in my calendar in orland park begins	nie przypomnij mi kiedy wydarzenie w moim kalendarzu w orland park się rozpocznie	0
3989	Calendar	NotNotifyOnEventInLocation	don't remind me when an appointment in my calendar in location radcliffe begins	nie przypomnij mi kiedy spotkanie w moim kalendarzu w miejscu gdzie radcliffe się rozpocznie	0
3953	Calendar	NotNotifyOnEventInLocation	don't inform me when a meeting in my calendar in lincoln park begins	nie powiadom mnie kiedy spotkanie w moim kalendarzu w lincoln park się rozpocznie	0
4081	Calendar	NotNotifyOnEventStart	don't inform me when an appointment in my calendar begins	nie powiadom mnie kiedy spotkanie w moim kalendarzu się rozpocznie	0
4091	Calendar	NotNotifyOnEventStart	don't let me know when an appointment from the calendar begins	nie pozwól mi wiedzieć kiedy spotkanie w kalendarzu się rozpocznie	0
4043	Calendar	NotNotifyOnEventStart	don't notify me when an appointment from my calendar begins	nie powiadom mnie kiedy spotkanie w kalendarzu się rozpocznie	0
4110	Calendar	NotNotifyOnEventStart	don't remind me when an event in the calendar begins	nie przypomnij mi kiedy wydarzenie w kalendarzu się rozpocznie	0
4139	Calendar	NotNotifyOnEventStart	shut up when a meeting in my calendar begins	zamknij się kiedy spotkanie w kalendarzu się rozpocznie	0
4054	Calendar	NotNotifyOnEventStart	don't notify me when an event from my calendar begins	nie powiadom mnie kiedy wydarzenie w kalendarzu się rozpocznie	0
4032	Calendar	NotNotifyOnEventStart	don't tell me when an event in the calendar begins	nie mów mi kiedy wydarzenie w kalendarzu się rozpocznie	0
4088	Calendar	NotNotifyOnEventStart	don to inform me when an event from the calendar begins	nie powiadom mnie kiedy wydarzenie w kalendarzu się rozpocznie	0
4121	Calendar	NotNotifyOnEventStart	don't remind me when an event from my calendar begins	nie przypomnij mi kiedy wydarzenie w kalendarzu się rozpocznie	0
4075	Calendar	NotNotifyOnEventStart	don't inform me when an event from my calendar begins	nie powiadom mnie kiedy wydarzenie w kalendarzu się rozpocznie	0
4347	Calendar	OpenCalendar	display my calendar application	wyświetl mój kalendarz	0
4356	Calendar	OpenCalendar	launch calendar app	uruchom kalendarz	0
4351	Calendar	OpenCalendar	check meetings today	sprawdź kalendarz	0
4361	Calendar	OpenCalendar	what i'm suppose to do tomorrow	co mam jutro zrobić	1
4357	Calendar	OpenCalendar	launch my calendar application	uruchom mój kalendarz	0
4353	Calendar	OpenCalendar	check my calendar	sprawdź mój kalendarz	1
4346	Calendar	OpenCalendar	show my calendar application	pokaż mój kalendarz	0
4355	Calendar	OpenCalendar	check my meetings today	sprawdź mój kalendarz	0
4352	Calendar	OpenCalendar	check agenda	sprawdź kalendarz	0
4362	Calendar	OpenCalendar	organize my day tomorrow	zaplanuj jutro mój dzień	1
5573	Contacts	OpenContacts	show me my contacts app	pokaż mi moje kontakty	0
5572	Contacts	OpenContacts	show me my contacts list	pokaż mi moją listę kontaktów	0
5570	Contacts	OpenContacts	show me contacts app	pokaż moje kontakty	0
5567	Contacts	OpenContacts	show my contacts app	pokaż moje kontakty	0
5553	Contacts	OpenContacts	open contacts app	otwórz kontakty	0
5563	Contacts	OpenContacts	display my contacts app	pokaż moje kontakty	0
5555	Contacts	OpenContacts	open my contacts	otwórz moje kontakty	1
5577	Contacts	OpenContacts	find my contacts	znajdź moje kontakty	1
5579	Contacts	OpenContacts	find my contacts app	znajdź moje kontakty	0
5581	Contacts	OpenContacts	launch my contacts	uruchom moje kontakty	1
5947	Email	OpenEmail	do i have any emails	czy mam jakieś maile	1
5955	Email	OpenEmail	how many emails i have received	ile ja otrzymałem maili	1
5894	Email	OpenEmail	show my email	pokaż mój email	0
5944	Email	OpenEmail	did i get any new emails	czy dostałam jakieś nowe maile	1
5941	Email	OpenEmail	read my emails	przeczytaj moje emaile	1
5898	Email	OpenEmail	check if i got new email messages	sprawdź czy dostałem nowe maile	1
5929	Email	OpenEmail	display my latest yemails	wyświetl moje najnowsze yemaile	0
5919	Email	OpenEmail	check out if i have any new email messages	sprawdź czy dostałem nowe maile	0
5904	Email	OpenEmail	check if i got any new emails	sprawdź czy dostałem nowe maile	1
5911	Email	OpenEmail	check out if i have new emails	sprawdź czy dostałem nowe maile	1
13221	Websearch	OpenEngine	i need to find on the internate using to counu	poszukaj na stażu używając counu	0
13225	Websearch	OpenEngine	i need to find something using google	poszukaj na google	0
13226	Websearch	OpenEngine	i need to find something on the internet using bing	chcę znaleźć coś w internecie	0
13211	Websearch	OpenEngine	google search	wyszukaj w google	1
13216	Websearch	OpenEngine	find something on google	poszukaj na google	0
13213	Websearch	OpenEngine	find something using duckduckgo	poszukaj na duckduckgo	0
13253	Websearch	OpenEngine	seek for something on the internet with duckduckgo	wyszukaj coś w internecie	0
13252	Websearch	OpenEngine	seek for something on the internet with google	wyszukaj coś w google	1
13220	Websearch	OpenEngine	i need to find on the internate using googl	poszukaj na googlu	0
13239	Websearch	OpenEngine	i want to find something on the internet using google	poszukaj na google	0
6722	Facebook	OpenFacebook	create a new post on facebook	stwórz nowy post na facebook	1
6734	Facebook	OpenFacebook	i want to tell everybody what's happening now	chcę powiedzieć każdemu co się teraz dzieje	1
6737	Facebook	OpenFacebook	put that on my facebook	umieść to na mojego facebooka	1
6718	Facebook	OpenFacebook	create a new facebook post	stwórz nowy post na facebook	1
6726	Facebook	OpenFacebook	inform everybody what i'm doing right now	powiadom wszystkich co teraz robię	1
6715	Facebook	OpenFacebook	post on my facebook	opublikuj na facebook	1
6716	Facebook	OpenFacebook	post something on facebook	zapostuj coś na facebook	1
6724	Facebook	OpenFacebook	do video stream on facebook	utwórz stream wideo na facebook	1
6706	Facebook	OpenFacebook	open my facebook app	otwórz facebooka	0
6709	Facebook	OpenFacebook	lunch my facebook application	obedź na facebooka	0
7302	Gdrive	OpenFileWithName	modify hippi on google drive	modyfikuj hippi na google drive	1
7316	Gdrive	OpenFileWithName	open adobe cns1 h cid from google drive for edition	otwórz adobe cns1 h cid z google drive do edycji	1
7293	Gdrive	OpenFileWithName	edit mei on google drive	edytuj mei w google drive	1
7319	Gdrive	OpenFileWithName	make changes to m 32104 utt on google drive	zrób zmiany na m 32104 utt w google drive	1
7317	Gdrive	OpenFileWithName	oapenquete from gogle drive for edition	oapenquete z gogle drive do edycji	1
7303	Gdrive	OpenFileWithName	modify hidden ngram nbest on google drive	modyfikuj ukryty ngram nbest na google drive	0
7306	Gdrive	OpenFileWithName	modify files ubi in google drive	modyfikuj pliki ubi w google drive	1
7310	Gdrive	OpenFileWithName	modify my files ucd 9200 google drive	modyfikuj moje pliki ucd 9200 google drive	1
7305	Gdrive	OpenFileWithName	modify files mdp4 in google drive	modyfikuj pliki mdp4 w google drive	1
7301	Gdrive	OpenFileWithName	edit my files gdb in google drive	edytuj moje pliki gdb w google drive	1
7321	Gdrive	OpenGdrive	open my files in google drive	otwórz moje pliki w google drive	1
7329	Gdrive	OpenGdrive	start google cloud	uruchom google cloud	1
7328	Gdrive	OpenGdrive	search for my files in google drive	wyszukaj moje pliki w google drive	1
7326	Gdrive	OpenGdrive	find my files in google drive	znajdź moje pliki w google drive	1
7322	Gdrive	OpenGdrive	show my files in google drive	pokaż moje pliki w google drive	1
7325	Gdrive	OpenGdrive	launch my files in google drive	uruchom moje pliki w google drive	1
7320	Gdrive	OpenGdrive	open my gugul drive files	otwórz moje pliki gugul drive	1
7324	Gdrive	OpenGdrive	display my files in google drive	pokaż moje pliki w google drive	1
7323	Gdrive	OpenGdrive	display my google drive files	wyświetl moje pliki z google drive	1
7327	Gdrive	OpenGdrive	search for my google drive files	wyszukaj moje pliki w google drive	1
7506	Instagram	OpenInstagram	check my insta	sprawdź mój insta	1
7508	Instagram	OpenInstagram	create new insta stories	stwórz nowe stories na insta	1
7507	Instagram	OpenInstagram	check my insta application	sprawdź mój insta	0
7482	Instagram	OpenInstagram	display insta app	wyświetl insta	0
7494	Instagram	OpenInstagram	show insta app	pokaż insta	0
7490	Instagram	OpenInstagram	run insta app	uruchom insta	0
7467	Instagram	OpenInstagram	open insta	otwórz insta	1
7502	Instagram	OpenInstagram	show me my instagram app	pokaż mój instagram	0
7488	Instagram	OpenInstagram	run insta	otwórz insta	0
7498	Instagram	OpenInstagram	show me instagram application	pokaż mój instagram	0
5593	Contacts	OpenMyContact	show me my business card	pokaż mi moją wizytkówkę	1
5587	Contacts	OpenMyContact	open my business card	otwórz moją wizytkówkę	1
5590	Contacts	OpenMyContact	show my business card	pokaż mi moją wizytkówkę	1
5589	Contacts	OpenMyContact	display my business card	pokaż mi moją wizytkówkę	1
5588	Contacts	OpenMyContact	display my profile info	pokaż mi moje informacje w kontaktach	1
5586	Contacts	OpenMyContact	open my personal info	otwórz moje informacje w kontaktach	1
5592	Contacts	OpenMyContact	show me my personal info	pokaż mi moje informacje w kontaktach	1
5595	Contacts	OpenMyContact	find my business card	znajdź mi moją wizytkówkę	1
5594	Contacts	OpenMyContact	find my profile info	znajdź mi moje informacje w kontaktach	1
5596	Contacts	OpenMyContact	what is my phone number	jaki jest mój numer telefonu	1
15738	Yelp	OpenRestaurants	diplay restaurants still open around here	pokaż ciągle otwarte restauracje w okolicy	1
15733	Yelp	OpenRestaurants	find restaurants still open around here	znajdź ciągle otwarte restauracje w okolicy	1
15734	Yelp	OpenRestaurants	show restaurants still open around here	pokaż jeszcze otwarte restauracje w okolicy	1
15736	Yelp	OpenRestaurants	search for restaurants open now	wyszukaj otwarte restauracje w okolicy	1
15737	Yelp	OpenRestaurants	to play restaurants to lopen around here	odtwarzaj restauracje w okolicy	0
15735	Yelp	OpenRestaurants	show restaurants open now	pokaż otwarte restauracje w okolicy	1
15740	Yelp	OpenRestaurants	yelp restaurants still open around here	yelp restauracje w okolicy jeszcze otwarte	0
15739	Yelp	OpenRestaurants	diplay restaurants open now	pokaż otwarte restauracje w okolicy	1
15741	Yelp	OpenRestaurants	yelp restaurants open now	yelp restauracje otwarte teraz	1
15742	Yelp	OpenRestaurants	is there still any place i can eat	czy wciąż jest gdzie mogę zjeść	0
15729	Yelp	OpenRestaurantsInLocation	is there any place open in gilbertsville where i can eat	czy jest gdzieś w gilbertsville gdzie mogę zjeść	0
15716	Yelp	OpenRestaurantsInLocation	search for restaurants still open around jarales	wyszukaj ciągle otwarte restauracje w okolicy jarales	1
15721	Yelp	OpenRestaurantsInLocation	display open restaurants near vulcan	wyświetl otwarte restauracje w okolicy wulkan	0
15715	Yelp	OpenRestaurantsInLocation	search for open restaurants near north ridgeville	szukaj otwarte restauracje w okolicy <a>north ridgeville<a>	1
15713	Yelp	OpenRestaurantsInLocation	search for restaurants open now in auburn hills	wyszukaj restauracje w okolicy auburn hills	1
15727	Yelp	OpenRestaurantsInLocation	yelp restaurants open now in tooele	yelp restauracje w okolicy otwarte	0
15707	Yelp	OpenRestaurantsInLocation	find restaurants still open around moccasin	znajdź ciągle otwarte restauracje w okolicy moccasin	1
15722	Yelp	OpenRestaurantsInLocation	display restaurants still open around bunceton	pokaż jeszcze otwarte restauracje w okolicy	0
15723	Yelp	OpenRestaurantsInLocation	display restaurants open now in saint bernard	pokaż otwarte restauracje w okolicy	0
15719	Yelp	OpenRestaurantsInLocation	search for restaurants open now in hallandale	wyszukaj otwarte restauracje w okolicy	0
8602	Slack	OpenSlack	check my slack for new messages	sprawdź mój slacku czy sa jakieś wiadomości	1
8600	Slack	OpenSlack	show me the slack app	pokaż aplikację slacka	0
8595	Slack	OpenSlack	open the slack app	otwórz aplikację slacka	1
8597	Slack	OpenSlack	run the slack app	uruchom aplikację slacka	1
8598	Slack	OpenSlack	display the slack app	pokaż aplikację slacka	1
8599	Slack	OpenSlack	show the slack app	pokaż aplikację slacka	1
8601	Slack	OpenSlack	check slack for new messages	sprawdź slacka czy są nowe wiadomości	1
8596	Slack	OpenSlack	launch the slack app	uruchom aplikację slacka	1
9729	Spotify	OpenSpotify	play some music	wyświetl spotify puść muzykę	0
9718	Spotify	OpenSpotify	open spotify and play some songs	otwórz aplikację spotify	0
9728	Spotify	OpenSpotify	play music on spotify	wyświetl spotify i zagraj	0
9723	Spotify	OpenSpotify	run spotify and play some music	zagraj mi coś	0
9722	Spotify	OpenSpotify	launch spotify to play some songs	uruchom aplikację spotify	0
9727	Spotify	OpenSpotify	play some songs on spotify	wyświetl aplikację spotify puść muzykę	0
9726	Spotify	OpenSpotify	use spotify to play some music	użyj aplikację spotify	0
9717	Spotify	OpenSpotify	open spotify and play some music	otwórz aplikację spotify	0
9719	Spotify	OpenSpotify	open spotify to play some songs	otwórz aplikację spotify	0
9724	Spotify	OpenSpotify	run spotify to play some music	zagraj mi coś	0
12843	Twitter	OpenTwitter	show my posts on twitter	pokaż moje posty na twitterze	1
12853	Twitter	OpenTwitter	run my twitter application	otwórz twittera i pokaż to co napisałem	0
12845	Twitter	OpenTwitter	display my posts on twitter	wyświetl moje posty na twitterze	1
12837	Twitter	OpenTwitter	launch twitter application	uruchom twittera	0
12850	Twitter	OpenTwitter	search for my posts on twitter	wyszukaj moje posty na twitterze	1
12844	Twitter	OpenTwitter	show tweets i made	pokaż moje posty na twitterze	0
12841	Twitter	OpenTwitter	show my tweets	pokaż moje posty na twitterze	0
12834	Twitter	OpenTwitter	open twitter application	otwórz twittera i pokaż historię	0
12856	Twitter	OpenTwitter	update twitter feed	zaktualizuj kanał twittera	1
12851	Twitter	OpenTwitter	search fortweats i made	wyszukaj wydarzenia które zrobiłem	0
13002	Weather	OpenWeather	will there be a sun today	czy dzisiaj będzie słońce	1
12988	Weather	OpenWeather	check the weather	sprawdź pogodę	1
12985	Weather	OpenWeather	what's the weather like outside	jaka jest pogoda	0
